agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
UN,UN-UNISDR,2019,156600,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-UNISDR,2019,4399956,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UN,UN-UNISDR,2019,1480873.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IAEA,IAEA,2019,411249668.9,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2019,213296350.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IAEA,IAEA,2019,12499114.74,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
IAEA,IAEA,2019,11091216.52,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2019,12298542.6,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IMO,IMO,2019,1577871.56,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
IMO,IMO,2019,1118754.915,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
IMO,IMO,2019,43567496.72,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2019,20731834.86,Revenue from other activities,Revenue from other activities,R04,R04
IARC,IARC,2019,1626560.268,Revenue from other activities,Revenue from other activities,R04,R04
IARC,IARC,2019,25017299.11,Assessed contributions,Assessed contributions,R01,R01
IARC,IARC,2019,69486.60714,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
IARC,IARC,2019,103559.6875,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
IARC,IARC,2019,16084530.13,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,32823,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,3529412,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,3184713,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,603857,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,444444,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,250000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,68153,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,2000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,133820,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,153180,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,116198,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,306360,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,72881,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,170680,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,334258,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,321005,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,5944393,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,2625821,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,600000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,455063,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,837054,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,3810379,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,250000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,5860806,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,50000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,5038214,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,167728,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,77363,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,187619,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,30000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,678293,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,189129,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,750000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,112740,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,500000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,32814296,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,10080645,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,100000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,18832436,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,440330,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,3577176,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,10562,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,1040811,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,25144798,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,190640,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,31688,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,149650,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,22101633,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,669344,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,16344553,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,32740,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,-480533,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,-387854,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,3917347,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,10000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,1002719,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,700091,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,153180,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,2383541,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2019,290260,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
UNAIDS,UNAIDS,2019,45000000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,212956,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2019,4938290,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2019,112628,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,3048844,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,50287,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,67538,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNAIDS,UNAIDS,2019,43100,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
PAHO,PAHO,2019,874891000,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2019,112047006,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2019,21570472,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
PAHO,PAHO,2019,101211865,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
DPKO,UN-DPKO,2019,24388082.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
DPKO,UN-DPKO,2019,331302850.1,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
DPKO,UN-DPKO,2019,108462190.4,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,UN-DPKO,2019,6998394001,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2019,83463413.02,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2019,52927963.04,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2019,28547116.87,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
IOM,IOM,2019,84396113.8,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
IOM,IOM,2019,1859606873,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
IOM,IOM,2019,5773273.41,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03,R03F
IOM,IOM,2019,12354832.86,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
WIPO,WIPO,2019,17756814.36,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2019,11141815.85,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
WIPO,WIPO,2019,439853619.3,Revenue from other activities,Revenue from other activities,R04,R04
OPCW,OPCW,2019,17389079.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
OPCW,OPCW,2019,73664862.75,Assessed contributions,Assessed contributions,R01,R01
OPCW,OPCW,2019,3203852.656,Revenue from other activities,Revenue from other activities,R04,R04
UNITAID,UNITAID,2019,230285000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNITAID,UNITAID,2019,18723000,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNITAID,UNITAID,2019,-5000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
FAO,FAO,2019,488822877.3,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2019,1180815.9,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
FAO,FAO,2019,48154913.01,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02,R02B
FAO,FAO,2019,62440195.06,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
FAO,FAO,2019,107578605.1,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03,R03B
FAO,FAO,2019,94880377.14,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
FAO,FAO,2019,96253955.25,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
FAO,FAO,2019,746812263.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
FAO,FAO,2019,9970306.57,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,3670.63,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,-802362.66,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNEP,UNEP,2019,35353269.18,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNEP,UNEP,2019,281250,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
ICAO,ICAO,2019,105555112.3,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNEP,UNEP,2019,1713435.3,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNEP,UNEP,2019,8502833,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03,R03C
UNEP,UNEP,2019,15116795.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNEP,UNEP,2019,26404.69,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,7417.25,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,-8448.42,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,25984167.49,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2019,226805200,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2019,255899,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2019,147326.62,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2019,7723.5,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2019,-6000,Assessed contributions,Assessed contributions,R01,R01
