agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
IFAD,IFAD,2011,201487000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2012,120165770.8,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2012,12227000,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2012,181791079,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2012,14630626.35,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2012,38463101,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2012,19263724.05,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2012,10949737,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2012,699010882.5,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2012,1208296000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWTO,UNWTO,2012,696661.83,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2012,75222000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2012,135680168,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2012,371328095,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2012,1712425313,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2012,2702678000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UPU,UPU,2012,20927951.62,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2012,11415871.62,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2012,27374686.08,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2012,64483362.17,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2012,12649095,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2012,8240929,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2012,76443000,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2012,683160000,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2012,2559290.27,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2013,7257894000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2013,511619509,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2013,451549548.5,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2013,81951959.18,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2013,430834231,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2013,49867691.3,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2013,43254527,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2013,38977000,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2013,123687054,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2013,106245000,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2013,2606141142,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2013,11965000,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2013,185153045.1,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2013,358615806.6,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2013,38995500,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2013,105572550.2,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2013,8004344,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2013,16621421.72,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2013,39503816,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2013,474640515,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2013,19786720.06,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2013,73592275.14,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2013,220405039.3,Assessed contributions,Assessed contributions,R01,R01
IFAD,IFAD,2013,416495000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2013,7461677,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2013,17442000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2013,8560203.29,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2013,234555363,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2013,932901778,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2013,460000000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2013,716452639.5,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2013,1106378000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2013,347868.39,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2013,33791993,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2013,573378391,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2013,156958438,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWTO,UNWTO,2013,811899.4,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2013,285710312.3,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2013,132389859,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
DPKO,DPKO,2013,30274000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2013,743557586.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2013,227309637.4,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2013,132035781.2,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IFAD,IFAD,2013,101529000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2013,281183787,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2013,7690867.42,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2013,1066004817,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2013,26164000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2013,19498554.36,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2013,953873929,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2013,1439693424,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2013,173124359.7,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2013,45786361,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2013,3897009929,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2013,440308986.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2013,369512959,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2013,504300000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2013,2389066199,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2013,3588431000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2013,157189569,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2013,19941729.9,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2013,281790803,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNOPS,UNOPS,2013,5966000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2013,548356794,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2013,46037000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWOMEN,UNWOMEN,2013,118464741,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2013,2951106.88,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UPU,UPU,2013,21494209.58,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2013,4095142703,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2013,1928574832,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2013,10474027.31,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2013,33058329.68,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2013,23666380.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2013,47045000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2013,78512000,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2013,4262993.49,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2013,14795940.46,Revenue from other activities,Revenue from other activities,R04,R04
ILO,ILO,2013,14500000,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2013,20251629.77,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2013,112647455,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2013,1234000,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2013,79050267.7,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2013,7443852,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2013,79417878.9,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2013,12851437.1,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2013,3126813,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2013,316046094,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2013,5447837.86,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2013,56128938.4,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2013,49000000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2013,20076971.2,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2013,158359000,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2013,1447693.43,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2013,1665756.23,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2013,3224000,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2013,711170000,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2013,56765877,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2013,37056000,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2013,5077423,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2013,3526774.32,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2013,9373594.31,Revenue from other activities,Revenue from other activities,R04,R04
WFP,WFP,2013,154995558.5,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2013,78812010,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2013,367923532.7,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2013,3948463.71,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2013,55701717.87,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2014,7799929000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2014,511974000,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2014,411332090.1,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2014,78023303.19,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2014,400630000,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2014,46764124.8,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2014,46232121,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2014,40511000,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2014,111195154.2,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2014,105620000,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2014,2611733160,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2014,12489000,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2014,187997093,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2014,367213296,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2014,41024200,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2014,87727645.75,Assessed contributions,Assessed contributions,R01,R01
UNODC,UNODC,2014,31015950,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2014,7652000,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2014,15766096.01,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2014,36056734.49,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2014,492911698,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2014,18134225.27,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2014,66109342.5,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2014,198826778.7,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2014,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2014,352723000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2014,3642761,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2014,15094999,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UN,UN,2014,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2014,7082844,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2014,230347576,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2014,834989960,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2014,477389762.4,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2014,548663011.2,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2014,1231781787,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2014,111805.84,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2014,7177281,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2014,446463429,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2014,163663974,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2014,437898051.3,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2014,131949106,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
DPKO,DPKO,2014,144673000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2014,805308210.7,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2014,205327791.4,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2014,130730140,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IFAD,IFAD,2014,29691000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2014,277731337,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2014,7380612.13,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2014,1296159295,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2014,50480793,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2014,11894309.82,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2014,876244190,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2014,2320567967,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2014,169589156,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2014,40431106,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2014,3809455039,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2014,507732408,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2014,365096234,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2014,529352644.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2014,2445486252,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2014,3843430717,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2014,183450078.1,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2014,19455241.07,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2014,282826179,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNOPS,UNOPS,2014,3816000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2014,874724457,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2014,65684390,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWOMEN,UNWOMEN,2014,159159736,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2014,2467494.53,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UPU,UPU,2014,13760699.66,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2014,4943204621,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2014,1970230789,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2014,9013207.94,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2014,11048420.27,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2014,21472579.89,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2014,54848000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2014,46392000,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2014,8472735.97,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2014,17976357.72,Revenue from other activities,Revenue from other activities,R04,R04
ILO,ILO,2014,21200000,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2014,20086601.54,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2014,141028596,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2014,1164000,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2014,59387077.08,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2014,743790000,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2014,105841785.7,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2014,4051000,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2014,6867285,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2014,356470483,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2014,6369268,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2014,50109167,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2014,61476000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2014,20734755.79,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2014,94074687.3,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2014,41341.39,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2014,9224831.5,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2014,7620056,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2014,670003000,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2014,20992963,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2014,6187000,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2014,2412556,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2014,4112282.74,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2014,15590008.49,Revenue from other activities,Revenue from other activities,R04,R04
WFP,WFP,2014,69267054.18,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2014,34300639,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2014,347907605.4,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2014,4349737.39,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2014,24566049.3,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2015,8503612000,Assessed contributions,Assessed contributions,R01,R01
DPKO,DPKO,2015,195385000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2015,71850000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2015,496622670.7,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2015,743648142.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2015,10288000,Revenue from other activities,Revenue from other activities,R04,R04
IFAD,IFAD,2015,221676000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2015,93422000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2015,400630000,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2015,225040782,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2015,13300000,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2015,43148345,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2015,6731290,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2015,1396868852,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2015,156663262,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2015,37156000,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2015,6785000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2015,25023000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2015,1663000,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2015,377494582.1,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2015,235747741.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2015,4661955.142,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2015,67646342.96,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2015,106289972.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2015,22635285.2,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2015,44625254.81,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2015,8452364.444,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2015,18963259.26,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2015,127595358.2,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2015,59398.58729,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITU,ITU,2015,5612357.215,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2015,42623419.78,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2015,105620000,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2015,650999124,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2015,613857226,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2015,16935000,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2015,2170827.16,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2015,156362701.9,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2015,1990000,Revenue from other activities,Revenue from other activities,R04,R04
